l,-11,0,0,1
t,1.2574496269226074,-1.7289931774139404,0.2357718050479889,1.1002683639526367,-1.9254697561264038,0.41260066628456116,1.178858995437622,-1.9058220386505127,0.6090771555900574,1,1,1
t,1.4146308898925781,-1.6896979808807373,0.6090771555900574,1.2574496269226074,-1.7289931774139404,0.2357718050479889,1.1002683639526367,-1.9254697561264038,0.41260066628456116,1,1,1
t,-1.178858995437622,-1.9058220386505127,0.6090771555900574,-1.1002683639526367,-1.9254697561264038,0.41260066628456116,-1.2574496269226074,-1.7289931774139404,0.2357718050479889,1,1,1
t,-1.4146308898925781,-1.6896979808807373,0.6090771555900574,-1.178858995437622,-1.9058220386505127,0.6090771555900574,-1.1002683639526367,-1.9254697561264038,0.41260066628456116,1,1,1
t,1.3753355741500854,-1.4539260864257812,0.1375335454940796,1.2574496269226074,-1.7289931774139404,0.2357718050479889,1.4146308898925781,-1.6896979808807373,0.6090771555900574,1,1,1
t,1.5718120336532593,-1.4146308898925781,0.6090771555900574,1.3753355741500854,-1.4539260864257812,0.1375335454940796,1.2574496269226074,-1.7289931774139404,0.2357718050479889,1,1,1
t,-1.4146308898925781,-1.6896979808807373,0.6090771555900574,-1.2574496269226074,-1.7289931774139404,0.2357718050479889,-1.3753355741500854,-1.4539260864257812,0.1375335454940796,1,1,1
t,-1.5718120336532593,-1.4146308898925781,0.6090771555900574,-1.4146308898925781,-1.6896979808807373,0.6090771555900574,-1.2574496269226074,-1.7289931774139404,0.2357718050479889,1,1,1
t,0.8841442465782166,-1.5521644353866577,-0.05894295126199722,0.8841442465782166,-1.8075838088989258,0.07859060168266296,1.2574496269226074,-1.7289931774139404,0.2357718050479889,1,1,1
t,1.3753355741500854,-1.4539260864257812,0.1375335454940796,0.8841442465782166,-1.5521644353866577,-0.05894295126199722,0.8841442465782166,-1.8075838088989258,0.07859060168266296,1,1,1
t,-1.2574496269226074,-1.7289931774139404,0.2357718050479889,-0.8841442465782166,-1.8075838088989258,0.07859060168266296,-0.8841442465782166,-1.5521644353866577,-0.05894295126199722,1,1,1
t,-1.3753355741500854,-1.4539260864257812,0.1375335454940796,-1.2574496269226074,-1.7289931774139404,0.2357718050479889,-0.8841442465782166,-1.8075838088989258,0.07859060168266296,1,1,1
t,0.8841442465782166,-1.8075838088989258,0.07859060168266296,0.8841442465782166,-1.9647650718688965,0.3340100646018982,1.1002683639526367,-1.9254697561264038,0.41260066628456116,1,1,1
t,1.2574496269226074,-1.7289931774139404,0.2357718050479889,0.8841442465782166,-1.8075838088989258,0.07859060168266296,0.8841442465782166,-1.9647650718688965,0.3340100646018982,1,1,1
t,-1.1002683639526367,-1.9254697561264038,0.41260066628456116,-0.8841442465782166,-1.9647650718688965,0.3340100646018982,-0.8841442465782166,-1.8075838088989258,0.07859060168266296,1,1,1
t,-1.2574496269226074,-1.7289931774139404,0.2357718050479889,-1.1002683639526367,-1.9254697561264038,0.41260066628456116,-0.8841442465782166,-1.9647650718688965,0.3340100646018982,1,1,1
